"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"1454",37404,440091,"MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","CHATTANOOGA","TN","HAMILTON",4234952525,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"4","","Above the national average","","Above the national average","","Above the national average","","Above the national average","","Same as the national average","","Below the national average","","Below the national average","","2525 DESALES AVE
CHATTANOOGA, TN
(35.040037, -85.261129)",17140,"Chattanooga","TN",35.030474,-85.2749
"1455",37404,440156,"PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","CHATTANOOGA","TN","HAMILTON",4238944220,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","2333 MCCALLIE AVE
CHATTANOOGA, TN
(35.033739, -85.26886)",17140,"Chattanooga","TN",35.030474,-85.2749
"1456",37604,440063,"JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","JOHNSON CITY","TN","WASHINGTON",4234316111,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","400 N STATE OF FRANKLIN RD
JOHNSON CITY, TN
(36.30826, -82.38649)",17162,"Johnson City","TN",36.312633,-82.3802
"1457",37604,440184,"FRANKLIN WOODS COMMUNITY HOSPITAL","300 MED TECH PARKWAY","JOHNSON CITY","TN","WASHINGTON",4233021120,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","300 MED TECH PARKWAY
JOHNSON CITY, TN
(36.337934, -82.40101)",17162,"Johnson City","TN",36.312633,-82.3802
"1458",37620,440012,"WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","TN","SULLIVAN",4238441121,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","ONE MEDICAL PARK BLVD
BRISTOL, TN
",17169,"Bristol","TN",36.561341,-82.16869
"1459",37643,440018,"SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","ELIZABETHTON","TN","CARTER",4235421300,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","1501 WEST ELK AVENUE
ELIZABETHTON, TN
(36.345064, -82.247664)",17175,"Elizabethton","TN",36.355251,-82.18843
"1460",37650,440001,"UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","ERWIN","TN","UNICOI",4237433141,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","GREENWAY CIRCLE
ERWIN, TN
",17178,"Erwin","TN",36.128301,-82.4273
"1461",37660,440176,"INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","KINGSPORT","TN","SULLIVAN",4234311941,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","2000 BROOKSIDE DR
KINGSPORT, TN
(36.550686, -82.517916)",17183,"Kingsport","TN",36.547133,-82.55408
"1462",37662,440017,"WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","KINGSPORT","TN","SULLIVAN",4232244000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","130 WEST RAVINE ROAD
KINGSPORT, TN
(36.553005, -82.55426)",17184,"Kingsport","TN",36.530517,-82.529816
"1463",37683,441304,"JOHNSON COUNTY COMMUNITY HOSPITAL","1901 S SHADY ST","MOUNTAIN CITY","TN","JOHNSON",4237271110,"Critical Access Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","1901 S SHADY ST
MOUNTAIN CITY, TN
(36.453783, -81.798722)",17192,"Mountain City","TN",36.451041,-81.81906
"1464",37743,440050,"TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","GREENEVILLE","TN","GREENE",4236393151,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","401 TAKOMA AVE
GREENEVILLE, TN
(36.152114, -82.844926)",17230,"Greeneville","TN",36.102325,-82.85446
"1465",37745,440025,"LAUGHLIN MEMORIAL HOSPITAL, INC","1420 TUSCULUM BLVD","GREENEVILLE","TN","GREENE",4237875000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1420 TUSCULUM BLVD
GREENEVILLE, TN
(36.175393, -82.790893)",17232,"Greeneville","TN",36.229928,-82.81406
"1466",37748,440031,"ROANE MEDICAL CENTER","8045 ROANE MEDICAL CENTER DRIVE","HARRIMAN","TN","ROANE",8653161000,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","8045 ROANE MEDICAL CENTER DRIVE
HARRIMAN, TN
(35.888312, -84.554418)",17233,"Harriman","TN",35.930801,-84.53135
"1467",37760,440056,"TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","JEFFERSON CITY","TN","JEFFERSON",8654712500,"Acute Care Hospitals","Proprietary",FALSE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","110 HOSPITAL DRIVE
JEFFERSON CITY, TN
(36.10686, -83.51964)",17240,"Jefferson City","TN",36.109404,-83.48325
"1468",37762,440180,"JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","JELLICO","TN","CAMPBELL",4237847252,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","188 HOSPITAL LANE
JELLICO, TN
(36.573619, -84.12724)",17241,"Jellico","TN",36.578257,-84.13698
"1469",37766,440033,"TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","LA FOLLETTE","TN","CAMPBELL",4239071440,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","923 EAST CENTRAL AVENUE
LA FOLLETTE, TN
(36.387967, -84.111365)",17245,"La Follette","TN",36.388766,-84.08164
"1470",37772,440110,"FORT LOUDON MEDICAL CENTER","550 FORT LOUDON MEDICAL CENTER DR","LENOIR CITY","TN","LOUDON",8652716000,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","550 FORT LOUDON MEDICAL CENTER DR
LENOIR CITY, TN
(35.827108, -84.271752)",17249,"Lenoir City","TN",35.800329,-84.23281
"1471",37804,440011,"BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE","TN","BLOUNT",8659837211,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"2","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Above the national average","","907 E LAMAR ALEXANDER PARKWAY
MARYVILLE, TN
(35.754975, -83.958602)",17258,"Maryville","TN",35.781607,-83.93591
"1472",37814,440030,"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","MORRISTOWN","TN","HAMBLEN",4235864231,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","908 W 4TH NORTH ST
MORRISTOWN, TN
(36.211897, -83.304451)",17265,"Morristown","TN",36.225565,-83.30799
"1473",37814,440067,"LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","MORRISTOWN","TN","HAMBLEN",4235226000,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"1","","Below the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","726 MCFARLAND ST
MORRISTOWN, TN
(36.21464, -83.304335)",17265,"Morristown","TN",36.225565,-83.30799
"1474",37821,440153,"TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","NEWPORT","TN","COCKE",4236252200,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","435 2ND ST
NEWPORT, TN
(35.965067, -83.181619)",17271,"Newport","TN",35.963276,-83.20116
"1475",37830,440034,"METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","OAK RIDGE","TN","ANDERSON",8658351000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","990 OAK RIDGE TURNPIKE BOX 529
OAK RIDGE, TN
(36.023397, -84.2439)",17278,"Oak Ridge","TN",35.992691,-84.27044
"1476",37857,440032,"WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","ROGERSVILLE","TN","HAWKINS",4239217000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","851 LOCUST STREET
ROGERSVILLE, TN
(36.399291, -83.013744)",17294,"Rogersville","TN",36.413437,-82.96804
"1477",37862,440081,"LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","SEVIERVILLE","TN","CUMBERLAND",8654467500,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","742 MIDDLECREEK ROAD
SEVIERVILLE, TN
(35.853855, -83.536965)",17297,"Sevierville","TN",35.818653,-83.59197
"1478",37869,441313,"WELLMONT HANCOCK COUNTY HOSPITAL","1519 MAIN STREET HWY 33","SNEEDVILLE","TN","HANCOCK",4237335001,"Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1519 MAIN STREET HWY 33
SNEEDVILLE, TN
(36.448196, -83.572559)",17304,"Sneedville","TN",36.521297,-83.22818
"1479",37874,440084,"SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","SWEETWATER","TN","MONROE",8652138200,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","304 WRIGHT ST
SWEETWATER, TN
(35.60025, -84.464223)",17309,"Sweetwater","TN",35.598659,-84.46613
"1480",37879,440057,"CLAIBORNE MEDICAL CENTER","1850 OLD KNOXVILLE HIGHWAY","TAZEWELL","TN","CLAIBORNE",4236264211,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1850 OLD KNOXVILLE HIGHWAY
TAZEWELL, TN
(36.453341, -83.571972)",17313,"Tazewell","TN",36.465808,-83.52357
"1481",37916,443303,"EAST TENNESSEE CHILDRENS HOSPITAL","2018 CLINCH AVE SW","KNOXVILLE","TN","KNOX",8655418000,"Childrens","Voluntary non-profit - Private",TRUE,TRUE,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","2018 CLINCH AVE SW
KNOXVILLE, TN
(35.956529, -83.93792)",17332,"Knoxville","TN",35.955732,-83.93271
"1482",37916,440125,"FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","KNOXVILLE","TN","KNOX",8655411101,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","1901 W CLINCH AVE
KNOXVILLE, TN
(35.95681, -83.937134)",17332,"Knoxville","TN",35.955732,-83.93271
"1483",37917,440120,"TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","KNOXVILLE","TN","KNOX",8655458000,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","900 EAST OAK HILL AVENUE
KNOXVILLE, TN
(35.992086, -83.92832)",17333,"Knoxville","TN",35.991982,-83.91859
"1484",37920,440015,"UNIVERSITY OF TN MEDICAL CENTER (THE)","1924 ALCOA HIGHWAY","KNOXVILLE","TN","KNOX",8655449000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Below the national average","","Above the national average","","1924 ALCOA HIGHWAY
KNOXVILLE, TN
(35.93826, -83.946678)",17336,"Knoxville","TN",35.923517,-83.89042
"1485",37923,440173,"PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","KNOXVILLE","TN","KNOX",8659709800,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Below the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","9352 PARK WEST BLVD
KNOXVILLE, TN
(35.917806, -84.10115)",17339,"Knoxville","TN",35.928997,-84.07543
"1486",38008,440181,"BOLIVAR GENERAL HOSPITAL","650 NUCKOLLS ROAD","BOLIVAR","TN","HARDEMAN",7316583100,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","650 NUCKOLLS ROAD
BOLIVAR, TN
(35.267758, -89.000582)",17366,"Bolivar","TN",35.25543,-88.98751
"1487",38019,440131,"BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","COVINGTON","TN","TIPTON",9014762621,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","1995 HIGHWAY 51 S
COVINGTON, TN
(35.535248, -89.676169)",17375,"Covington","TN",35.560622,-89.64201
"1488",38024,440072,"TENNOVA HEALTHCARE-DYERSBURG REGIONAL","400 TICKLE ST","DYERSBURG","TN","DYER",7312852410,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Above the national average","","400 TICKLE ST
DYERSBURG, TN
(36.047358, -89.38059)",17378,"Dyersburg","TN",36.038042,-89.38613
"1489",38063,441314,"LAUDERDALE COMMUNITY HOSPITAL","326 ASBURY AVENUE","RIPLEY","TN","LAUDERDALE",7312212200,"Critical Access Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","326 ASBURY AVENUE
RIPLEY, TN
(35.746554, -89.548949)",17410,"Ripley","AR",35.637993,-89.86859
"1490",38103,440152,"REGIONAL ONE HEALTH","877 JEFFERSON AVENUE","MEMPHIS","TN","SHELBY",9015457928,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"2","","Not Available","Results are not available for this reporting period","Below the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","877 JEFFERSON AVENUE
MEMPHIS, TN
(35.142634, -90.031297)",17427,"Memphis","TN",35.146131,-90.0534
"1491",38104,440049,"METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","MEMPHIS","TN","SHELBY",9015168274,"Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"2","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","1265 UNION AVE SUITE 700
MEMPHIS, TN
(35.137088, -90.019145)",17428,"Memphis","TN",35.133825,-90.00463
"1492",38105,443302,"ST JUDE CHILDRENS RESEARCH HOSPITAL","262 DANNY THOMAS PLACE","MEMPHIS","TN","SHELBY",9014953300,"Childrens","Voluntary non-profit - Private",FALSE,TRUE,"Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","262 DANNY THOMAS PLACE
MEMPHIS, TN
(35.15456, -90.04253)",17429,"Memphis","TN",35.15275,-90.0356
"1493",38118,440159,"DELTA MEDICAL CENTER","3000 GETWELL RD","MEMPHIS","TN","SHELBY",9013698100,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Not Available","Results are not available for this reporting period","3000 GETWELL RD
MEMPHIS, TN
(35.067788, -89.932213)",17442,"Memphis","TN",35.048455,-89.92426
"1494",38119,440183,"ST FRANCIS HOSPITAL","5959 PARK AVE","MEMPHIS","TN","SHELBY",9017651000,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","5959 PARK AVE
MEMPHIS, TN
(35.099901, -89.864516)",17443,"Memphis","TN",35.082936,-89.84892
"1495",38120,440048,"BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","MEMPHIS","TN","SHELBY",9012265000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"2","","Above the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","6019 WALNUT GROVE ROAD
MEMPHIS, TN
(35.130758, -89.861022)",17444,"Memphis","TN",35.124818,-89.86562
"1496",38133,440228,"SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","TN","SHELBY",9018207050,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","2986 KATE BOND RD
BARTLETT, TN
(35.207034, -89.802347)",17454,"Memphis","TN",35.208709,-89.80518
"1497",38201,440182,"MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","TN","CARROLL",7313525344,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","161 HOSPITAL DRIVE
MC KENZIE, TN
(36.137556, -88.49072)",17497,"McKenzie","TN",36.133065,-88.52246
"1498",38237,440061,"TENNOVA HEALTHCARE-VOLUNTEER MARTIN","161 MOUNT PELIA RD","MARTIN","TN","WEAKLEY",7315874261,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","161 MOUNT PELIA RD
MARTIN, TN
(36.333569, -88.869022)",17513,"Martin","TN",36.353928,-88.84191
"1499",38242,440132,"HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","TN","HENRY",7316421220,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Below the national average","","Above the national average","","Above the national average","","Above the national average","","Below the national average","","Above the national average","","Same as the national average","","301 TYSON AV
PARIS, TN
(36.296802, -88.311271)",17517,"Paris","TN",36.300311,-88.32891
"1500",38261,440130,"BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","UNION CITY","TN","OBION",7318852410,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1201 BISHOP ST, PO BOX 310
UNION CITY, TN
(36.414423, -89.039037)",17527,"Union City","TN",36.426933,-89.0727
"1501",38301,440002,"JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","JACKSON","TN","MADISON",7315415000,"Acute Care Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","620 SKYLINE DRIVE
JACKSON, TN
(35.63954, -88.831973)",17530,"Jackson","TN",35.60758,-88.81959
"1502",38305,440189,"TENNOVA HEALTHCARE-REGIONAL JACKSON","367 HOSPITAL BLVD","JACKSON","TN","MADISON",7316612000,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","367 HOSPITAL BLVD
JACKSON, TN
(35.683683, -88.853085)",17533,"Jackson","TN",35.693101,-88.80653
"1503",38320,441316,"CAMDEN GENERAL HOSPITAL","175 HOSPITAL DRIVE","CAMDEN","TN","BENTON",7315840109,"Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","175 HOSPITAL DRIVE
CAMDEN, TN
(36.05578, -88.107517)",17543,"Camden","TN",36.050286,-88.10137
"1504",38344,440016,"BAPTIST MEMORIAL HOSPITAL HUNTINGDON","631 RB WILSON DR","HUNTINGDON","TN","CARROLL",7319864461,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","631 RB WILSON DR
HUNTINGDON, TN
(36.023041, -88.413492)",17563,"Huntingdon","TN",35.995802,-88.41385
"1505",38351,440008,"HENDERSON COUNTY COMMUNITY HOSPITAL","200 W CHURCH ST","LEXINGTON","TN","HENDERSON",7319681801,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","200 W CHURCH ST
LEXINGTON, TN
(35.654195, -88.398838)",17569,"Lexington","TN",35.658409,-88.40535
"1506",38358,440060,"MILAN GENERAL HOSPITAL","4039 HIGHLAND ST","MILAN","TN","GIBSON",7316861591,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","4039 HIGHLAND ST
MILAN, TN
(35.913311, -88.753495)",17574,"Milan","TN",35.916722,-88.76628
"1507",38363,440070,"DECATUR COUNTY GENERAL HOSPITAL","969 TENNESSEE AVE S","PARSONS","TN","DECATUR",7318473031,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","969 TENNESSEE AVE S
PARSONS, TN
(35.635713, -88.12317)",17578,"Parsons","TN",35.66088,-88.1184
